Date,HomeTeam,AwayTeam,HS,AS,HST,AST,FTHG,FTAG,WRH,WRA,PH,PA,FTR
08/04/17,Juventus,Chievo,17,10,6,3,2,0,74,31,3,-3,H
09/04/17,Bologna,Roma,13,11,4,5,0,3,29,60,-1,3,A
09/04/17,Cagliari,Torino,10,13,2,5,2,3,26,34,-2,1,A
09/04/17,Crotone,Inter,12,17,7,4,2,1,16,47,0,0,H
09/04/17,Lazio,Napoli,17,12,5,7,0,3,50,58,2,4,A
09/04/17,Milan,Palermo,14,8,10,2,4,0,42,23,2,-5,H
09/04/17,Sampdoria,Fiorentina,10,19,4,4,2,2,32,46,2,3,D
09/04/17,Udinese,Genoa,9,13,3,3,3,0,29,33,3,-3,H
15/04/17,Cagliari,Chievo,23,16,11,2,4,0,27,31,0,-3,H
15/04/17,Fiorentina,Empoli,18,11,7,5,1,2,46,24,2,-2,A
15/04/17,Genoa,Lazio,13,21,6,6,2,2,33,50,-4,1,D
15/04/17,Inter,Milan,10,14,4,6,2,2,47,41,-1,1,D
15/04/17,Napoli,Udinese,19,7,6,2,3,0,58,28,4,2,H
15/04/17,Palermo,Bologna,16,7,2,4,0,0,23,28,-4,0,D
15/04/17,Pescara,Juventus,6,14,2,7,0,2,6,75,-3,4,A
15/04/17,Roma,Atalanta,21,6,5,1,1,1,60,33,4,1,D
15/04/17,Sassuolo,Sampdoria,8,13,3,3,2,1,35,32,-2,0,H
15/04/17,Torino,Crotone,24,8,8,1,1,1,34,15,0,0,D
22/04/17,Atalanta,Bologna,5,11,3,6,3,2,33,28,3,-2,H
22/04/17,Fiorentina,Inter,13,10,9,6,5,4,46,46,2,-3,H
23/04/17,Chievo,Torino,13,22,3,5,1,3,31,34,-5,2,A
23/04/17,Juventus,Genoa,18,11,4,2,4,0,75,33,4,-4,H
23/04/17,Lazio,Palermo,17,7,7,2,6,2,50,22,1,-4,H
23/04/17,Milan,Empoli,28,11,12,7,1,2,41,24,1,0,A
23/04/17,Sampdoria,Crotone,10,14,5,6,1,2,32,18,-2,2,A
23/04/17,Sassuolo,Napoli,8,20,4,6,2,2,34,58,-1,3,D
23/04/17,Udinese,Cagliari,18,12,5,3,2,1,29,26,2,0,H
24/04/17,Pescara,Roma,16,23,4,6,1,4,6,60,-3,4,A
28/04/17,Atalanta,Juventus,13,16,7,8,2,2,33,74,2,3,D
29/04/17,Torino,Sampdoria,25,7,5,4,1,1,34,31,2,-1,D
30/04/17,Bologna,Udinese,11,6,6,2,4,0,29,29,-2,0,H
30/04/17,Cagliari,Pescara,15,14,4,8,1,0,27,5,1,-3,H
30/04/17,Crotone,Milan,11,13,3,7,1,1,17,40,3,0,D
30/04/17,Empoli,Sassuolo,18,11,9,6,1,3,24,35,0,1,A
30/04/17,Genoa,Chievo,15,8,1,2,1,2,32,31,-4,-3,A
30/04/17,Inter,Napoli,14,16,3,4,0,1,46,58,-4,3,A
30/04/17,Palermo,Fiorentina,10,13,2,3,2,0,23,46,-2,0,H
30/04/17,Roma,Lazio,12,14,6,7,1,3,60,50,2,2,A
06/05/17,Juventus,Torino,22,9,5,2,1,1,73,34,3,2,D
06/05/17,Napoli,Cagliari,28,8,9,3,3,1,59,27,4,-1,H
07/05/17,Chievo,Palermo,5,15,2,5,1,1,31,23,-2,-1,D
07/05/17,Empoli,Bologna,20,6,8,3,3,1,25,28,2,-2,H
07/05/17,Genoa,Inter,10,11,5,4,1,0,33,45,-2,-4,H
07/05/17,Lazio,Sampdoria,19,8,11,7,7,3,51,31,2,-3,H
07/05/17,Milan,Roma,13,24,2,10,1,4,40,60,-1,2,A
07/05/17,Pescara,Crotone,10,13,2,3,0,1,5,20,-4,3,A
07/05/17,Sassuolo,Fiorentina,12,13,8,6,2,2,35,45,2,-1,D
07/05/17,Udinese,Atalanta,12,9,5,4,1,1,28,33,0,1,D
13/05/17,Atalanta,Milan,14,13,7,4,1,1,33,40,1,-2,D
13/05/17,Fiorentina,Lazio,18,14,9,5,3,2,46,50,0,2,H
14/05/17,Bologna,Pescara,15,15,7,4,3,1,29,5,0,-5,H
14/05/17,Cagliari,Empoli,15,12,6,3,3,2,28,25,1,1,H
14/05/17,Crotone,Udinese,11,13,7,4,1,0,22,28,3,-2,H
14/05/17,Inter,Sassuolo,23,12,7,4,1,2,45,35,-4,3,A
14/05/17,Palermo,Genoa,10,13,3,3,1,0,24,33,1,-2,H
14/05/17,Roma,Juventus,14,16,7,5,3,1,60,73,2,1,H
14/05/17,Sampdoria,Chievo,12,7,3,1,1,1,31,31,-3,-1,D
14/05/17,Torino,Napoli,10,15,1,6,0,5,33,59,0,4,A
20/05/17,Chievo,Roma,11,19,4,11,3,5,31,61,-1,3,A
20/05/17,Napoli,Fiorentina,19,14,9,5,4,1,59,46,4,0,H
21/05/17,Empoli,Atalanta,8,13,3,5,0,1,24,33,-1,2,A
21/05/17,Genoa,Torino,8,4,4,1,2,1,33,33,-1,-1,H
21/05/17,Juventus,Crotone,19,9,7,2,3,0,73,21,1,2,H
21/05/17,Lazio,Inter,7,9,1,3,1,3,50,46,1,-3,A
21/05/17,Milan,Bologna,23,8,6,0,3,0,40,29,-1,-1,H
21/05/17,Sassuolo,Cagliari,13,14,8,6,6,2,36,28,3,-1,H
21/05/17,Udinese,Sampdoria,12,8,3,4,1,1,28,31,-1,-2,D
22/05/17,Pescara,Palermo,12,12,4,3,2,0,8,23,-3,0,H
27/05/17,Atalanta,Chievo,13,6,6,3,1,0,34,30,2,-1,H
27/05/17,Bologna,Juventus,8,17,2,7,1,2,28,73,-1,1,A
28/05/17,Cagliari,Milan,17,18,9,7,2,1,28,40,1,-1,H
28/05/17,Crotone,Lazio,11,9,5,3,3,1,23,50,2,-1,H
28/05/17,Fiorentina,Pescara,24,15,8,6,2,2,45,7,-1,-2,D
28/05/17,Inter,Udinese,17,17,6,4,5,2,46,28,-1,-3,H
28/05/17,Palermo,Empoli,10,17,5,4,2,1,24,24,2,-3,H
28/05/17,Roma,Genoa,24,13,7,4,3,2,61,33,3,-1,H
28/05/17,Sampdoria,Napoli,12,22,2,7,2,4,30,60,-2,5,A
28/05/17,Torino,Sassuolo,16,21,9,7,5,3,34,36,-1,2,H
19/08/17,Juventus,Cagliari,17,5,7,2,3,0,73,28,2,-1,H
19/08/17,Verona,Napoli,12,22,4,12,1,3,20,60,-1,5,A
20/08/17,Atalanta,Roma,14,6,6,1,0,1,33,61,1,5,A
20/08/17,Bologna,Torino,13,9,3,3,1,1,28,33,-2,-1,D
20/08/17,Crotone,Milan,6,19,2,10,0,3,23,40,1,0,A
20/08/17,Inter,Fiorentina,16,15,6,3,3,0,47,45,1,-1,H
20/08/17,Lazio,Spal,23,9,13,2,0,0,49,0,-2,0,D
20/08/17,Sampdoria,Benevento,16,18,6,7,2,1,31,0,-1,-1,H
20/08/17,Sassuolo,Genoa,14,12,3,4,0,0,35,33,1,0,D
20/08/17,Udinese,Chievo,18,10,5,3,1,2,27,31,-3,-1,A
26/08/17,Benevento,Bologna,15,14,5,4,0,1,0,29,-2,0,A
26/08/17,Genoa,Juventus,9,17,3,7,2,4,32,74,-2,3,A
26/08/17,Roma,Inter,18,14,3,8,1,3,61,47,3,3,A
27/08/17,Chievo,Lazio,13,13,5,3,1,2,31,50,-2,-2,A
27/08/17,Crotone,Verona,13,5,4,0,0,0,22,20,0,-2,D
27/08/17,Fiorentina,Sampdoria,25,12,10,5,1,2,44,31,-2,1,A
27/08/17,Milan,Cagliari,15,14,5,4,2,1,41,28,2,-1,H
27/08/17,Napoli,Atalanta,10,14,4,2,3,1,60,33,5,0,H
27/08/17,Spal,Udinese,10,11,4,3,3,2,50,27,1,-4,H
27/08/17,Torino,Sassuolo,14,19,5,2,3,0,34,35,0,0,H
09/09/17,Juventus,Chievo,15,15,4,2,3,0,74,30,5,-3,H
10/09/17,Atalanta,Sassuolo,9,16,3,3,2,1,34,35,1,-2,H
10/09/17,Benevento,Torino,15,16,5,6,0,1,0,35,-3,2,A
10/09/17,Bologna,Napoli,5,17,2,7,0,3,29,61,-2,5,A
10/09/17,Cagliari,Crotone,13,9,4,2,1,0,29,22,-1,-2,H
10/09/17,Inter,Spal,19,9,7,1,2,0,47,33,5,0,H
10/09/17,Lazio,Milan,12,18,7,6,4,1,50,41,0,1,H
10/09/17,Udinese,Genoa,14,12,5,2,1,0,28,32,-2,-2,H
10/09/17,Verona,Fiorentina,14,20,2,10,0,5,20,45,-2,-2,A
16/09/17,Crotone,Inter,12,7,4,3,0,2,21,48,-2,5,A
16/09/17,Fiorentina,Bologna,14,6,4,2,2,1,45,28,0,-2,H
16/09/17,Roma,Verona,30,8,10,1,3,0,61,20,3,-4,H
17/09/17,Chievo,Atalanta,15,10,4,6,1,1,30,33,-2,0,D
17/09/17,Genoa,Lazio,5,18,4,6,2,3,32,50,-4,2,A
17/09/17,Milan,Udinese,21,4,7,2,2,1,41,28,1,-3,H
17/09/17,Napoli,Benevento,27,6,14,0,6,0,61,0,5,-4,H
17/09/17,Sassuolo,Juventus,13,14,4,6,1,3,34,74,-4,5,A
17/09/17,Spal,Cagliari,12,11,3,3,0,2,25,30,-1,1,A
17/09/17,Torino,Sampdoria,13,11,3,5,2,2,34,31,3,1,D
19/09/17,Bologna,Inter,14,11,3,3,1,1,28,47,-1,4,D
20/09/17,Atalanta,Crotone,14,7,11,5,5,1,34,20,0,-4,H
20/09/17,Benevento,Roma,16,21,5,7,0,4,0,61,-5,3,A
20/09/17,Cagliari,Sassuolo,17,14,3,6,0,1,29,35,-1,-2,A
20/09/17,Genoa,Chievo,11,16,2,7,1,1,31,30,-3,-1,D
20/09/17,Juventus,Fiorentina,12,9,5,0,1,0,74,45,5,-1,H
20/09/17,Lazio,Napoli,4,17,2,11,1,4,50,61,2,5,A
20/09/17,Milan,Spal,20,6,7,0,2,0,42,20,3,-2,H
20/09/17,Udinese,Torino,16,13,6,8,2,3,27,35,-3,3,A
20/09/17,Verona,Sampdoria,14,17,6,5,0,0,19,31,-3,1,D
23/09/17,Juventus,Torino,23,6,10,1,4,0,75,35,5,2,H
23/09/17,Roma,Udinese,18,14,8,5,3,1,62,27,3,-3,H
23/09/17,Spal,Napoli,6,21,2,12,2,3,16,62,-3,5,A
24/09/17,Cagliari,Chievo,15,16,3,4,0,2,29,30,-1,-1,A
24/09/17,Crotone,Benevento,17,16,4,2,2,0,22,0,-2,-5,H
24/09/17,Fiorentina,Atalanta,10,16,2,5,1,1,45,34,0,1,D
24/09/17,Inter,Genoa,14,9,7,3,1,0,48,31,4,-4,H
24/09/17,Sampdoria,Milan,12,6,4,0,2,0,31,41,3,1,H
24/09/17,Sassuolo,Bologna,8,8,3,4,0,1,35,29,-3,0,A
24/09/17,Verona,Lazio,9,12,2,5,0,3,19,50,-3,3,A
30/09/17,Genoa,Bologna,18,8,7,4,0,1,31,30,-4,0,A
30/09/17,Udinese,Sampdoria,15,13,7,2,4,0,28,31,-1,1,H
01/10/17,Atalanta,Juventus,7,16,3,8,2,2,33,74,2,4,D
01/10/17,Benevento,Inter,11,22,2,7,1,2,0,48,-5,4,A
01/10/17,Chievo,Fiorentina,13,22,6,4,2,1,31,44,1,0,H
01/10/17,Lazio,Sassuolo,22,8,13,6,6,1,51,34,3,-3,H
01/10/17,Milan,Roma,17,11,3,6,0,2,41,62,-1,3,A
01/10/17,Napoli,Cagliari,25,4,6,0,3,0,62,28,5,-1,H
01/10/17,Spal,Crotone,17,13,5,4,1,1,14,22,-4,-2,D
01/10/17,Torino,Verona,12,20,5,7,2,2,34,19,1,-3,D
14/10/17,Juventus,Lazio,18,10,6,5,1,2,73,51,2,3,A
14/10/17,Roma,Napoli,10,16,2,6,0,1,62,62,3,5,A
15/10/17,Bologna,Spal,14,7,2,2,2,1,31,12,2,-4,H
15/10/17,Cagliari,Genoa,12,18,7,11,2,3,28,32,-3,-2,A
15/10/17,Crotone,Torino,9,21,3,9,2,2,21,34,-1,0,D
15/10/17,Fiorentina,Udinese,13,8,6,2,2,1,45,27,0,-3,H
15/10/17,Inter,Milan,15,21,6,6,3,2,49,41,4,-1,H
15/10/17,Sampdoria,Atalanta,11,21,7,11,3,1,32,33,1,0,H
15/10/17,Sassuolo,Chievo,18,9,4,2,0,0,34,31,-2,2,D
16/10/17,Verona,Benevento,13,8,3,1,1,0,20,0,-1,-5,H
21/10/17,Napoli,Inter,12,11,3,2,0,0,62,48,4,3,D
21/10/17,Sampdoria,Crotone,6,8,5,2,5,0,32,21,2,-1,H
22/10/17,Atalanta,Bologna,20,6,2,0,1,0,34,30,1,2,H
22/10/17,Benevento,Fiorentina,9,14,1,7,0,3,0,45,-5,0,A
22/10/17,Chievo,Verona,22,11,8,3,3,2,31,20,3,-1,H
22/10/17,Lazio,Cagliari,10,12,3,5,3,0,52,28,3,-5,H
22/10/17,Milan,Genoa,18,12,7,2,0,0,40,31,-2,-1,D
22/10/17,Spal,Sassuolo,13,12,2,2,0,1,11,35,-4,0,A
22/10/17,Torino,Roma,5,16,0,5,0,1,34,62,-1,3,A
22/10/17,Udinese,Juventus,11,13,4,5,2,6,27,74,-3,2,A
24/10/17,Inter,Sampdoria,24,12,8,2,3,2,49,32,4,1,H
25/10/17,Atalanta,Verona,23,11,7,4,3,0,34,19,1,-2,H
25/10/17,Bologna,Lazio,7,14,3,3,1,2,30,52,1,5,A
25/10/17,Cagliari,Benevento,13,9,5,3,2,1,29,0,-3,-5,H
25/10/17,Chievo,Milan,9,17,3,4,1,4,31,41,2,-2,A
25/10/17,Fiorentina,Torino,15,5,7,0,3,0,46,33,2,-3,H
25/10/17,Genoa,Napoli,7,19,4,6,2,3,31,62,-2,4,A
25/10/17,Juventus,Spal,16,6,6,2,4,1,74,10,2,-4,H
25/10/17,Roma,Crotone,20,3,4,2,1,0,62,20,3,-1,H
25/10/17,Sassuolo,Udinese,11,8,3,2,0,1,34,28,-2,-1,A
28/10/17,Milan,Juventus,11,9,4,4,0,2,40,74,-2,2,A
28/10/17,Roma,Bologna,15,10,3,2,1,0,62,29,3,-1,H
29/10/17,Benevento,Lazio,19,12,6,9,1,5,0,52,-5,5,A
29/10/17,Crotone,Fiorentina,11,17,5,3,2,1,22,45,-1,1,H
29/10/17,Napoli,Sassuolo,26,8,9,1,3,1,62,34,4,-2,H
29/10/17,Sampdoria,Chievo,15,13,7,6,4,1,33,31,1,0,H
29/10/17,Spal,Genoa,7,13,3,2,1,0,18,31,-2,-2,H
29/10/17,Torino,Cagliari,19,7,6,3,2,1,34,28,-1,-3,H
29/10/17,Udinese,Atalanta,7,7,4,2,2,1,28,34,1,0,H
30/10/17,Verona,Inter,10,17,2,4,1,2,19,49,-2,4,A
04/11/17,Bologna,Crotone,15,10,5,6,2,3,29,24,-3,0,A
04/11/17,Genoa,Sampdoria,14,11,2,5,0,2,31,33,-2,3,A
05/11/17,Atalanta,Spal,9,11,3,3,1,1,34,16,0,-2,D
05/11/17,Cagliari,Verona,22,9,9,2,2,1,29,19,-1,-3,H
05/11/17,Chievo,Napoli,3,19,1,5,0,0,31,62,-1,3,D
05/11/17,Fiorentina,Roma,20,21,6,10,2,4,45,63,1,3,A
05/11/17,Inter,Torino,20,7,5,3,1,1,49,34,3,-1,D
05/11/17,Juventus,Benevento,27,3,8,1,2,1,74,0,3,-5,H
05/11/17,Sassuolo,Milan,6,14,1,10,0,2,34,41,-2,0,A
18/11/17,Napoli,Milan,16,13,10,3,2,1,62,40,3,0,H
18/11/17,Roma,Lazio,16,12,7,2,2,1,63,52,5,3,H
19/11/17,Benevento,Sassuolo,13,15,6,5,1,2,0,34,-5,-1,A
19/11/17,Crotone,Genoa,11,10,5,7,0,1,23,31,-1,-2,A
19/11/17,Inter,Atalanta,8,8,4,1,2,0,49,33,3,0,H
19/11/17,Sampdoria,Juventus,9,19,5,4,3,2,34,74,3,3,H
19/11/17,Spal,Fiorentina,7,20,1,5,1,1,15,44,-1,0,D
19/11/17,Torino,Chievo,19,12,5,4,1,1,33,30,-1,-1,D
19/11/17,Udinese,Cagliari,14,12,5,4,0,1,28,30,-1,1,A
20/11/17,Verona,Bologna,17,12,5,5,2,3,19,30,-5,-3,A
25/11/17,Bologna,Sampdoria,11,20,6,7,3,0,31,33,-1,1,H
25/11/17,Cagliari,Inter,15,10,4,4,1,3,30,50,1,4,A
25/11/17,Chievo,Spal,12,14,3,5,2,1,31,14,-1,-1,H
25/11/17,Sassuolo,Verona,20,9,3,6,0,2,34,20,-3,-3,A
26/11/17,Genoa,Roma,9,14,4,4,1,1,31,63,-2,4,D
26/11/17,Juventus,Crotone,25,4,10,1,3,0,74,23,3,-1,H
26/11/17,Lazio,Fiorentina,13,16,7,8,1,1,52,44,2,-1,D
26/11/17,Milan,Torino,17,8,6,2,0,0,40,33,0,0,D
26/11/17,Udinese,Napoli,10,9,2,4,0,1,28,63,-1,4,A
27/11/17,Atalanta,Benevento,14,6,4,2,1,0,34,0,0,-5,H
01/12/17,Napoli,Juventus,21,7,6,4,0,1,62,74,2,3,A
01/12/17,Roma,Spal,37,3,15,2,3,1,63,13,4,-1,H
02/12/17,Torino,Atalanta,9,14,4,6,1,1,33,34,1,-1,D
03/12/17,Benevento,Milan,17,12,6,7,2,2,0,40,-4,-1,D
03/12/17,Bologna,Cagliari,13,8,3,2,1,1,30,29,0,0,D
03/12/17,Fiorentina,Sassuolo,23,8,9,1,3,0,45,34,-1,-3,H
03/12/17,Inter,Chievo,37,7,13,4,5,0,50,31,4,-1,H
03/12/17,Sampdoria,Lazio,16,14,3,3,1,2,33,52,1,2,A
04/12/17,Crotone,Udinese,9,15,2,6,0,3,22,28,-1,1,A
04/12/17,Verona,Genoa,15,9,3,1,0,1,19,31,-3,0,A
09/12/17,Cagliari,Sampdoria,14,16,6,9,2,2,29,33,1,0,D
09/12/17,Juventus,Inter,19,6,8,1,0,0,73,50,2,3,D
10/12/17,Chievo,Roma,9,24,1,8,0,0,30,62,0,3,D
10/12/17,Milan,Bologna,21,10,7,2,2,1,40,30,1,0,H
10/12/17,Napoli,Fiorentina,10,6,4,3,0,0,62,44,1,0,D
10/12/17,Sassuolo,Crotone,16,8,7,2,2,1,34,22,-1,-3,H
10/12/17,Spal,Verona,19,16,10,8,2,2,12,19,-2,-2,D
10/12/17,Udinese,Benevento,9,20,2,5,2,0,29,0,1,-4,H
11/12/17,Lazio,Torino,20,18,7,6,1,3,51,33,0,1,A
12/12/17,Genoa,Atalanta,15,13,4,7,1,2,31,34,0,1,A
16/12/17,Inter,Udinese,26,8,8,5,1,3,49,30,2,1,A
16/12/17,Roma,Cagliari,21,3,6,0,1,0,63,29,3,-1,H
16/12/17,Torino,Napoli,8,12,2,4,1,3,33,62,0,2,A
17/12/17,Atalanta,Lazio,13,13,6,4,3,3,34,51,1,-1,D
17/12/17,Benevento,Spal,16,14,4,5,1,2,0,17,-4,-1,A
17/12/17,Bologna,Juventus,3,11,1,6,0,3,30,74,0,2,A
17/12/17,Crotone,Chievo,15,15,6,4,1,0,23,30,-3,-1,H
17/12/17,Fiorentina,Genoa,22,5,4,3,0,0,44,31,1,1,D
17/12/17,Sampdoria,Sassuolo,13,15,2,7,0,1,33,35,-2,1,A
17/12/17,Verona,Milan,6,30,4,8,3,0,20,40,0,-1,H
22/12/17,Cagliari,Fiorentina,8,26,1,7,0,1,28,44,-3,2,A
22/12/17,Chievo,Bologna,21,9,8,5,2,3,30,30,-2,0,A
23/12/17,Genoa,Benevento,15,12,5,3,1,0,31,0,1,-4,H
23/12/17,Juventus,Roma,22,13,7,3,1,0,74,62,4,1,H
23/12/17,Lazio,Crotone,19,8,6,2,4,0,51,23,1,-3,H
23/12/17,Milan,Atalanta,23,11,5,7,0,2,40,34,-1,3,A
23/12/17,Napoli,Sampdoria,14,6,9,2,3,2,62,32,2,-4,H
23/12/17,Sassuolo,Inter,9,16,4,4,1,0,35,49,1,0,H
23/12/17,Spal,Torino,15,15,4,5,2,2,16,33,-1,0,D
23/12/17,Udinese,Verona,27,3,10,0,4,0,30,20,3,0,H
29/12/17,Crotone,Napoli,5,23,2,7,0,1,22,62,-3,2,A
30/12/17,Atalanta,Cagliari,25,4,6,3,1,2,34,29,1,-1,A
30/12/17,Benevento,Chievo,18,9,9,3,1,0,5,30,-2,-4,H
30/12/17,Bologna,Udinese,12,7,3,4,1,2,30,31,-2,5,A
30/12/17,Fiorentina,Milan,18,8,6,4,1,1,44,39,2,-1,D
30/12/17,Inter,Lazio,10,12,3,4,0,0,48,51,-1,1,D
30/12/17,Roma,Sassuolo,21,15,4,5,1,1,62,35,1,2,D
30/12/17,Sampdoria,Spal,20,9,8,2,2,0,33,15,-2,-1,H
30/12/17,Torino,Genoa,17,3,6,1,0,0,33,31,0,1,D
30/12/17,Verona,Juventus,3,18,1,8,1,3,20,74,-2,4,A
05/01/18,Chievo,Udinese,11,9,6,1,1,1,29,30,-3,4,D
05/01/18,Fiorentina,Inter,23,13,4,4,1,1,44,48,1,-2,D
06/01/18,Benevento,Sampdoria,16,13,4,6,3,2,10,33,-1,-2,H
06/01/18,Cagliari,Juventus,9,16,2,2,0,1,29,74,-2,4,A
06/01/18,Genoa,Sassuolo,7,10,3,1,1,0,32,35,1,2,H
06/01/18,Milan,Crotone,26,8,9,2,1,0,40,22,0,-3,H
06/01/18,Napoli,Verona,24,3,9,1,2,0,63,19,4,-2,H
06/01/18,Roma,Atalanta,18,11,5,4,1,2,61,35,-1,2,A
06/01/18,Spal,Lazio,13,15,4,7,2,5,15,51,-1,1,A
06/01/18,Torino,Bologna,19,6,6,1,3,0,33,30,1,-3,H
21/01/18,Atalanta,Napoli,9,12,3,3,0,1,34,63,0,5,A
21/01/18,Bologna,Benevento,8,4,6,1,3,0,30,9,-1,-1,H
21/01/18,Cagliari,Milan,12,16,3,6,1,2,28,40,-3,0,A
21/01/18,Inter,Roma,17,7,7,1,1,1,48,61,-2,-1,D
21/01/18,Lazio,Chievo,18,9,11,3,5,1,52,29,3,-4,H
21/01/18,Sampdoria,Fiorentina,14,12,10,5,3,1,33,43,-1,0,H
21/01/18,Sassuolo,Torino,18,9,6,4,1,1,34,33,1,0,D
21/01/18,Udinese,Spal,6,14,1,4,1,1,30,14,3,-1,D
21/01/18,Verona,Crotone,10,9,2,5,0,3,19,23,-3,-1,A
22/01/18,Juventus,Genoa,15,3,5,0,1,0,74,31,5,1,H
24/01/18,Lazio,Udinese,11,12,7,4,3,0,52,30,4,1,H
24/01/18,Sampdoria,Roma,13,20,3,4,1,1,33,60,0,-2,D
27/01/18,Chievo,Juventus,1,16,1,7,0,2,29,75,-4,5,A
27/01/18,Sassuolo,Atalanta,10,17,1,10,0,3,34,35,-1,1,A
28/01/18,Crotone,Cagliari,13,6,6,3,1,1,23,28,-2,-2,D
28/01/18,Fiorentina,Verona,28,8,6,5,1,4,43,20,-1,-3,A
28/01/18,Genoa,Udinese,19,6,2,1,0,1,31,30,0,1,A
28/01/18,Milan,Lazio,11,13,5,4,2,1,41,52,2,2,H
28/01/18,Napoli,Bologna,9,10,4,5,3,1,63,30,5,-1,H
28/01/18,Roma,Sampdoria,19,15,8,10,0,1,60,33,-2,2,A
28/01/18,Spal,Inter,12,10,3,6,1,1,13,47,-2,-1,D
28/01/18,Torino,Benevento,14,6,5,1,3,0,33,9,2,-1,H
03/02/18,Inter,Crotone,11,11,2,2,1,1,47,23,0,-1,D
03/02/18,Sampdoria,Torino,9,14,3,5,1,1,33,33,1,2,D
04/02/18,Atalanta,Chievo,24,4,4,0,1,0,35,29,1,-4,H
04/02/18,Benevento,Napoli,14,17,4,5,0,2,8,64,-1,5,A
04/02/18,Bologna,Fiorentina,8,11,4,6,1,2,30,43,-3,-1,A
04/02/18,Cagliari,Spal,10,10,4,3,2,0,29,13,0,-3,H
04/02/18,Juventus,Sassuolo,17,5,10,1,7,0,75,34,5,-3,H
04/02/18,Udinese,Milan,13,15,3,4,1,1,30,40,0,3,D
04/02/18,Verona,Roma,9,17,1,8,0,1,20,60,-3,-1,A
05/02/18,Lazio,Genoa,22,6,5,4,1,2,51,32,1,0,A
09/02/18,Fiorentina,Juventus,12,4,2,3,0,2,43,75,-2,5,A
10/02/18,Crotone,Atalanta,9,13,4,4,1,1,22,35,0,2,D
10/02/18,Napoli,Lazio,17,5,7,1,4,1,64,51,5,-1,H
10/02/18,Spal,Milan,8,21,0,9,0,4,12,41,-3,4,A
11/02/18,Chievo,Genoa,6,10,1,3,0,1,29,32,-4,1,A
11/02/18,Inter,Bologna,15,8,5,4,2,1,47,30,1,-3,H
11/02/18,Roma,Benevento,20,6,9,3,5,2,60,8,1,-3,H
11/02/18,Sampdoria,Verona,22,6,10,1,2,0,34,20,3,-3,H
11/02/18,Sassuolo,Cagliari,15,5,1,2,0,0,34,29,-3,-1,D
11/02/18,Torino,Udinese,14,12,7,0,2,0,34,30,3,-1,H
17/02/18,Chievo,Cagliari,9,5,5,3,2,1,29,28,-3,-1,H
17/02/18,Genoa,Inter,9,14,2,5,2,0,33,47,1,0,H
17/02/18,Udinese,Roma,8,18,3,7,0,2,30,61,-2,2,A
18/02/18,Atalanta,Fiorentina,7,17,3,2,1,1,35,43,1,-2,D
18/02/18,Benevento,Crotone,16,19,8,3,3,2,12,22,-3,0,H
18/02/18,Bologna,Sassuolo,10,19,6,6,2,1,30,33,-1,-3,H
18/02/18,Milan,Sampdoria,20,9,8,2,1,0,41,33,4,1,H
18/02/18,Napoli,Spal,19,4,5,1,1,0,64,12,5,-3,H
18/02/18,Torino,Juventus,6,8,3,3,0,1,33,75,1,5,A
19/02/18,Lazio,Verona,33,5,10,0,2,0,51,19,-1,-3,H
24/02/18,Bologna,Genoa,7,16,4,3,2,0,31,32,-1,1,H
24/02/18,Inter,Benevento,9,10,4,1,2,0,47,11,1,-3,H
25/02/18,Crotone,Spal,17,10,7,6,2,3,21,15,-2,-2,A
25/02/18,Fiorentina,Chievo,14,5,5,2,1,0,43,29,0,-3,H
25/02/18,Roma,Milan,18,10,3,5,0,2,60,42,1,4,A
25/02/18,Sampdoria,Udinese,14,16,3,4,2,1,34,30,2,-2,H
25/02/18,Sassuolo,Lazio,15,6,4,4,0,3,33,52,-4,-1,A
25/02/18,Verona,Torino,7,12,4,2,2,1,20,33,-1,0,H
26/02/18,Cagliari,Napoli,7,18,3,8,0,5,28,64,-1,5,A
03/03/18,Lazio,Juventus,4,6,2,1,0,1,51,75,-1,5,A
03/03/18,Napoli,Roma,26,11,13,5,2,4,64,61,3,3,A
03/03/18,Spal,Bologna,11,6,1,0,1,0,18,31,-1,-1,H
09/03/18,Roma,Torino,15,10,5,3,3,0,61,33,3,-2,H
10/03/18,Verona,Chievo,7,10,2,2,1,0,21,29,-1,-3,H
11/03/18,Bologna,Atalanta,10,21,1,5,0,1,30,35,-1,3,A
11/03/18,Cagliari,Lazio,5,12,4,4,2,2,28,51,-1,0,D
11/03/18,Crotone,Sampdoria,14,11,8,2,4,1,23,34,-1,0,H
11/03/18,Fiorentina,Benevento,14,11,5,3,1,0,44,11,2,-3,H
11/03/18,Genoa,Milan,9,14,2,7,0,1,32,42,1,4,A
11/03/18,Inter,Napoli,3,11,1,2,0,0,47,63,1,2,D
11/03/18,Juventus,Udinese,11,5,4,1,2,0,75,29,5,-4,H
11/03/18,Sassuolo,Spal,15,6,4,2,1,1,33,17,-3,0,D
14/03/18,Juventus,Atalanta,15,8,3,0,2,0,76,35,5,1,H
17/03/18,Spal,Juventus,3,12,0,3,0,0,17,75,1,4,D
17/03/18,Udinese,Sassuolo,11,12,3,3,1,2,29,33,-5,-1,A
18/03/18,Benevento,Cagliari,15,12,4,3,1,2,10,28,-3,-1,A
18/03/18,Crotone,Roma,8,20,3,8,0,2,22,61,-2,3,A
18/03/18,Lazio,Bologna,21,10,4,3,1,1,51,30,1,0,D
