Date,HomeTeam,AwayTeam,HS,AS,HST,AST,FTHG,FTAG,WRH,WRA,PH,PA,FTR
16/05/15,Sampdoria,Lazio,8,14,1,2,0,1,36,55,-2,1,A
17/05/15,Atalanta,Genoa,17,13,6,7,1,4,19,41,0,3,A
17/05/15,Cagliari,Palermo,19,17,7,6,0,1,16,30,0,-1,A
17/05/15,Roma,Udinese,19,8,6,3,2,1,50,27,1,-1,H
17/05/15,Sassuolo,Milan,6,11,5,3,3,2,27,30,0,-3,H
17/05/15,Torino,Chievo,25,7,9,1,2,0,36,27,0,0,H
17/05/15,Verona,Empoli,14,16,4,6,2,1,30,22,1,0,H
18/05/15,Fiorentina,Parma,22,17,10,4,3,0,44,16,1,-2,H
18/05/15,Napoli,Cesena,15,7,4,4,3,2,48,11,2,-4,H
23/05/15,Genoa,Inter,17,16,7,5,3,2,43,35,3,0,H
23/05/15,Juventus,Napoli,13,19,5,7,3,1,70,47,4,0,H
24/05/15,Cesena,Cagliari,11,13,2,4,0,1,10,18,-4,0,A
24/05/15,Chievo,Atalanta,14,11,8,3,1,1,27,18,0,0,D
24/05/15,Empoli,Sampdoria,18,11,4,5,1,1,21,35,0,-1,D
24/05/15,Milan,Torino,15,14,5,3,3,0,32,35,-1,-2,H
24/05/15,Palermo,Fiorentina,9,10,5,4,2,3,29,45,-1,3,A
24/05/15,Parma,Verona,10,8,7,4,2,2,16,29,-3,0,D
24/05/15,Udinese,Sassuolo,15,12,3,3,0,1,27,29,-3,2,A
25/05/15,Lazio,Roma,16,6,3,2,1,2,54,51,0,3,A
30/05/15,Atalanta,Milan,16,9,1,5,1,3,18,34,-1,1,A
30/05/15,Verona,Juventus,15,16,4,4,2,2,28,68,0,3,D
31/05/15,Cagliari,Udinese,14,11,5,6,4,3,21,26,2,-3,H
31/05/15,Fiorentina,Chievo,26,13,13,2,3,0,47,26,5,-2,H
31/05/15,Inter,Empoli,32,11,9,5,4,3,36,21,0,-2,H
31/05/15,Napoli,Lazio,17,7,7,5,2,4,45,55,0,0,A
31/05/15,Roma,Palermo,7,12,2,3,1,2,50,31,1,0,A
31/05/15,Sampdoria,Parma,17,10,7,3,2,2,34,15,-1,-2,D
31/05/15,Sassuolo,Genoa,16,17,6,7,3,1,31,42,4,1,H
31/05/15,Torino,Cesena,18,7,9,1,5,0,36,10,-1,-5,H
22/08/15,Lazio,Bologna,21,9,9,4,2,1,56,0,1,-1,H
22/08/15,Verona,Roma,12,21,7,8,1,1,28,48,1,0,D
23/08/15,Empoli,Chievo,15,12,5,3,1,3,20,28,-4,-1,A
23/08/15,Fiorentina,Milan,13,8,7,0,2,0,48,33,5,1,H
23/08/15,Frosinone,Torino,13,26,3,7,1,2,0,38,-1,1,A
23/08/15,Inter,Atalanta,21,4,7,0,1,0,38,17,1,-2,H
23/08/15,Juventus,Udinese,21,6,5,2,0,1,66,28,1,-3,A
23/08/15,Palermo,Genoa,19,11,6,3,1,0,33,41,1,1,H
23/08/15,Sampdoria,Carpi,10,24,7,7,5,2,35,0,1,-1,H
23/08/15,Sassuolo,Napoli,16,15,6,3,2,1,33,44,5,-2,H
29/08/15,Bologna,Sassuolo,6,9,2,2,0,1,0,35,-2,5,A
29/08/15,Milan,Empoli,6,18,4,3,2,1,35,20,1,-4,H
30/08/15,Atalanta,Frosinone,25,14,11,4,2,0,20,0,-2,-2,H
30/08/15,Carpi,Inter,10,12,5,5,1,2,0,40,-2,1,A
30/08/15,Chievo,Lazio,8,13,5,2,4,0,30,55,0,1,H
30/08/15,Genoa,Verona,20,12,6,2,2,0,42,27,1,0,H
30/08/15,Napoli,Sampdoria,27,9,7,4,2,2,43,35,-2,0,D
30/08/15,Roma,Juventus,18,10,7,2,2,1,50,65,2,0,H
30/08/15,Torino,Fiorentina,10,9,6,5,3,1,40,47,3,3,H
30/08/15,Udinese,Palermo,25,5,7,1,0,1,27,35,-3,3,A
12/09/15,Fiorentina,Genoa,11,12,3,1,1,0,48,41,3,-1,H
12/09/15,Frosinone,Roma,18,20,5,3,0,2,0,51,-3,2,A
12/09/15,Juventus,Chievo,26,6,7,3,1,1,63,29,-1,1,D
13/09/15,Empoli,Napoli,16,17,3,4,2,2,19,42,-3,-3,D
13/09/15,Inter,Milan,16,19,4,3,1,0,41,34,3,1,H
13/09/15,Lazio,Udinese,14,10,8,4,2,0,56,26,1,-3,H
13/09/15,Palermo,Carpi,13,9,6,2,2,2,34,0,2,-2,D
13/09/15,Sassuolo,Atalanta,10,10,9,4,2,2,34,19,4,-1,D
13/09/15,Verona,Torino,12,10,3,5,2,2,26,39,-1,2,D
14/09/15,Sampdoria,Bologna,12,9,4,2,2,0,36,0,2,-3,H
19/09/15,Milan,Palermo,18,13,8,3,3,2,35,33,1,2,H
19/09/15,Udinese,Empoli,7,12,2,6,1,2,26,21,-3,-2,A
20/09/15,Atalanta,Verona,14,9,2,3,1,1,19,26,-1,-1,D
20/09/15,Bologna,Frosinone,12,20,2,6,1,0,25,0,-2,-4,H
20/09/15,Carpi,Fiorentina,11,8,3,2,0,1,0,50,-3,3,A
20/09/15,Chievo,Inter,15,14,2,3,0,1,28,42,0,5,A
20/09/15,Genoa,Juventus,7,13,0,4,0,2,40,64,-3,-1,A
20/09/15,Napoli,Lazio,19,9,10,1,5,0,43,54,-1,1,H
20/09/15,Roma,Sassuolo,21,12,7,4,2,2,50,33,1,3,D
20/09/15,Torino,Sampdoria,19,13,8,5,2,0,40,35,4,1,H
22/09/15,Udinese,Milan,11,9,3,3,2,3,25,37,-3,1,A
23/09/15,Carpi,Napoli,11,22,1,4,0,0,0,42,-3,0,D
23/09/15,Chievo,Torino,10,4,5,1,1,0,30,39,2,2,H
23/09/15,Fiorentina,Bologna,18,3,4,1,2,0,51,20,3,-3,H
23/09/15,Inter,Verona,17,7,4,1,1,0,44,25,5,-2,H
23/09/15,Juventus,Frosinone,36,9,7,1,1,1,62,0,-1,-4,D
23/09/15,Lazio,Genoa,10,9,3,3,2,0,55,39,1,-3,H
23/09/15,Palermo,Sassuolo,9,13,2,4,0,1,32,34,0,3,A
23/09/15,Sampdoria,Roma,6,24,3,8,2,1,37,48,2,1,H
24/09/15,Empoli,Atalanta,10,13,1,3,0,1,20,20,-2,1,A
26/09/15,Napoli,Juventus,13,12,5,3,2,1,44,61,2,-1,H
26/09/15,Roma,Carpi,17,13,10,6,5,1,50,0,2,-3,H
27/09/15,Bologna,Udinese,12,12,3,3,1,2,16,27,-3,-3,A
27/09/15,Genoa,Milan,11,12,2,3,1,0,40,36,-1,1,H
27/09/15,Inter,Fiorentina,5,12,2,8,1,4,43,52,3,3,A
27/09/15,Sassuolo,Chievo,13,12,5,2,1,1,34,29,2,1,D
27/09/15,Torino,Palermo,10,11,3,3,2,1,40,31,2,-2,H
27/09/15,Verona,Lazio,6,13,1,3,1,2,25,56,-3,1,A
28/09/15,Atalanta,Sampdoria,18,8,5,4,2,1,22,36,3,0,H
28/09/15,Frosinone,Empoli,10,13,4,5,2,0,16,20,-2,-2,H
03/10/15,Carpi,Torino,7,13,3,3,2,1,14,40,-1,0,H
03/10/15,Chievo,Verona,17,10,7,3,1,1,28,24,0,-2,D
04/10/15,Empoli,Sassuolo,18,7,4,1,1,0,22,33,0,0,H
04/10/15,Fiorentina,Atalanta,29,5,9,1,3,0,53,22,5,1,H
04/10/15,Juventus,Bologna,19,2,8,1,3,1,62,14,1,-3,H
04/10/15,Lazio,Frosinone,27,12,10,6,2,0,57,14,3,-2,H
04/10/15,Milan,Napoli,12,11,2,4,0,4,35,45,-1,3,A
04/10/15,Palermo,Roma,14,13,5,8,2,4,31,51,-4,2,A
04/10/15,Sampdoria,Inter,15,17,6,7,1,1,35,42,0,2,D
04/10/15,Udinese,Genoa,9,19,3,7,1,1,26,40,-2,-2,D
17/10/15,Roma,Empoli,9,13,5,6,3,1,52,21,2,-1,H
17/10/15,Torino,Milan,6,8,2,3,1,1,39,34,0,0,D
18/10/15,Atalanta,Carpi,15,13,7,5,3,0,23,12,2,-2,H
18/10/15,Bologna,Palermo,17,9,6,4,0,1,12,32,-3,-3,A
18/10/15,Frosinone,Sampdoria,15,19,4,2,2,0,25,34,0,-2,H
18/10/15,Genoa,Chievo,12,21,6,3,3,2,41,28,0,-1,H
18/10/15,Inter,Juventus,8,15,2,4,0,0,41,60,1,1,D
18/10/15,Napoli,Fiorentina,13,10,6,3,2,1,46,52,4,3,H
18/10/15,Sassuolo,Lazio,15,12,4,3,2,1,34,56,1,1,H
18/10/15,Verona,Udinese,8,15,2,5,1,1,23,26,-2,-1,D
24/10/15,Carpi,Bologna,7,15,1,4,1,2,11,22,-2,-3,A
24/10/15,Empoli,Genoa,15,14,5,3,2,0,23,40,-1,0,H
24/10/15,Palermo,Inter,10,19,2,7,1,1,31,40,-2,0,D
25/10/15,Chievo,Napoli,7,17,1,4,0,1,27,47,-1,4,A
25/10/15,Fiorentina,Roma,21,6,4,4,1,2,51,53,1,3,A
25/10/15,Juventus,Atalanta,19,5,10,0,2,0,61,23,1,1,H
25/10/15,Lazio,Torino,10,7,3,3,3,0,57,38,3,-2,H
25/10/15,Milan,Sassuolo,21,4,3,2,2,1,36,34,0,0,H
25/10/15,Sampdoria,Verona,10,11,6,1,4,1,36,23,0,-3,H
25/10/15,Udinese,Frosinone,19,12,7,2,1,0,27,22,1,0,H
27/10/15,Bologna,Inter,7,11,3,6,0,1,20,41,-3,0,A
28/10/15,Atalanta,Lazio,8,6,3,3,2,1,25,56,1,1,H
28/10/15,Frosinone,Carpi,8,13,3,3,2,1,30,10,1,-3,H
28/10/15,Milan,Chievo,24,4,4,3,1,0,37,27,0,-3,H
28/10/15,Napoli,Palermo,23,8,8,0,2,0,48,31,5,-2,H
28/10/15,Roma,Udinese,19,6,9,2,3,1,54,27,5,1,H
28/10/15,Sassuolo,Juventus,7,14,3,3,1,0,35,60,0,0,H
28/10/15,Torino,Genoa,17,10,6,4,3,3,37,39,-1,1,D
28/10/15,Verona,Fiorentina,2,9,0,2,0,2,22,52,-3,1,A
29/10/15,Sampdoria,Empoli,14,17,3,5,1,1,35,22,-1,0,D
31/10/15,Inter,Roma,10,19,3,9,1,0,42,53,2,3,H
31/10/15,Juventus,Torino,17,10,6,5,2,1,61,36,2,-3,H
01/11/15,Bologna,Atalanta,10,8,5,2,3,0,27,24,-1,-1,H
01/11/15,Carpi,Verona,11,11,6,3,0,0,9,22,-2,-2,D
01/11/15,Fiorentina,Frosinone,31,6,9,1,4,1,53,27,1,-1,H
01/11/15,Genoa,Napoli,9,18,1,8,0,0,38,47,0,4,D
01/11/15,Lazio,Milan,10,9,4,3,1,3,55,38,-1,2,A
01/11/15,Udinese,Sassuolo,14,6,2,2,0,0,26,34,0,0,D
02/11/15,Chievo,Sampdoria,14,10,2,3,1,1,26,34,-3,0,D
02/11/15,Palermo,Empoli,16,11,4,5,0,1,30,24,-2,2,A
07/11/15,Milan,Atalanta,8,15,3,4,0,0,38,24,3,0,D
07/11/15,Verona,Bologna,11,10,2,4,0,2,22,33,-3,1,A
08/11/15,Empoli,Juventus,12,11,4,4,1,3,24,62,0,2,A
08/11/15,Frosinone,Genoa,18,10,5,3,2,2,25,38,0,0,D
08/11/15,Napoli,Udinese,15,8,5,2,1,0,49,26,4,-1,H
08/11/15,Palermo,Chievo,14,13,3,3,1,0,32,26,0,-4,H
08/11/15,Roma,Lazio,14,7,2,2,2,0,54,54,3,-3,H
08/11/15,Sampdoria,Fiorentina,3,20,2,7,0,2,34,54,-1,1,A
08/11/15,Sassuolo,Carpi,9,7,4,2,1,0,36,8,2,-4,H
08/11/15,Torino,Inter,16,7,8,2,0,1,36,44,-3,3,A
21/11/15,Bologna,Roma,9,14,3,5,2,2,30,52,2,2,D
21/11/15,Juventus,Milan,16,9,5,2,1,0,62,37,3,2,H
22/11/15,Atalanta,Torino,15,14,1,4,0,1,23,37,-2,-2,A
22/11/15,Carpi,Chievo,19,9,3,3,1,2,7,27,-4,-2,A
22/11/15,Fiorentina,Empoli,18,15,5,4,2,2,52,23,2,1,D
22/11/15,Genoa,Sassuolo,14,9,3,4,2,1,39,35,0,0,H
22/11/15,Inter,Frosinone,22,11,10,4,4,0,45,23,4,-2,H
22/11/15,Lazio,Palermo,18,13,3,8,1,1,52,31,-2,-1,D
22/11/15,Udinese,Sampdoria,9,10,4,0,1,0,27,33,0,-1,H
22/11/15,Verona,Napoli,3,22,3,10,0,2,21,50,-4,4,A
28/11/15,Milan,Sampdoria,23,10,10,2,4,1,38,32,2,-3,H
28/11/15,Torino,Bologna,14,3,6,0,2,0,38,28,0,0,H
29/11/15,Chievo,Udinese,12,14,6,5,2,3,26,28,-2,0,A
29/11/15,Empoli,Lazio,5,16,1,5,1,0,25,51,1,-4,H
29/11/15,Frosinone,Verona,16,16,6,8,3,2,28,21,0,-4,H
29/11/15,Genoa,Carpi,9,15,3,5,1,2,38,14,0,-2,A
29/11/15,Palermo,Juventus,11,16,0,4,0,3,30,63,-2,3,A
29/11/15,Roma,Atalanta,17,4,3,3,0,2,51,25,0,0,A
30/11/15,Napoli,Inter,12,11,4,2,2,1,51,44,4,3,H
30/11/15,Sassuolo,Fiorentina,16,17,2,4,1,1,34,51,1,3,D
04/12/15,Lazio,Juventus,11,7,3,1,0,2,50,64,-4,5,A
05/12/15,Inter,Genoa,15,4,5,2,1,0,45,37,3,-1,H
05/12/15,Torino,Roma,11,5,5,3,1,1,37,50,0,-1,D
06/12/15,Atalanta,Palermo,12,17,4,4,3,0,26,30,0,-2,H
06/12/15,Bologna,Napoli,11,16,4,7,3,2,33,50,2,2,H
06/12/15,Carpi,Milan,11,20,3,7,0,0,13,37,-1,1,D
06/12/15,Fiorentina,Udinese,14,8,5,0,3,0,52,28,3,0,H
06/12/15,Frosinone,Chievo,14,10,3,3,0,2,26,28,-2,0,A
06/12/15,Sampdoria,Sassuolo,8,16,2,10,1,3,32,35,-4,1,A
06/12/15,Verona,Empoli,18,11,4,5,0,1,20,26,-4,2,A
12/12/15,Genoa,Bologna,19,10,4,2,0,1,37,37,-2,2,A
12/12/15,Palermo,Frosinone,20,15,6,3,4,1,31,25,0,-2,H
12/12/15,Udinese,Inter,22,13,7,7,0,4,27,46,-1,3,A
13/12/15,Chievo,Atalanta,15,6,3,2,1,0,29,25,1,0,H
13/12/15,Empoli,Carpi,13,14,4,4,3,0,27,12,2,-2,H
13/12/15,Juventus,Fiorentina,16,6,6,1,3,1,64,51,5,1,H
13/12/15,Milan,Verona,17,11,6,2,1,1,37,20,0,-4,D
13/12/15,Napoli,Roma,12,5,4,0,0,0,49,50,2,0,D
14/12/15,Lazio,Sampdoria,14,10,2,4,1,1,50,31,-3,-4,D
19/12/15,Bologna,Empoli,13,18,4,7,2,3,35,29,0,4,A
20/12/15,Atalanta,Napoli,16,16,5,5,1,3,25,50,-1,2,A
20/12/15,Carpi,Juventus,11,10,3,6,2,3,11,65,-2,5,A
20/12/15,Fiorentina,Chievo,13,6,8,0,2,0,52,29,1,1,H
20/12/15,Frosinone,Milan,15,23,5,10,2,4,23,38,-3,1,A
20/12/15,Inter,Lazio,7,7,1,3,1,2,45,50,1,-1,A
20/12/15,Roma,Genoa,7,12,3,4,2,0,50,36,0,-3,H
20/12/15,Sampdoria,Palermo,16,11,6,5,2,0,32,30,-2,-2,H
20/12/15,Torino,Udinese,10,12,1,6,0,1,37,29,0,1,A
20/12/15,Verona,Sassuolo,10,16,6,5,1,1,20,35,-3,1,D
05/01/16,Genoa,Sampdoria,18,11,10,5,2,3,35,33,-5,0,A
06/01/16,Chievo,Roma,12,14,6,5,3,3,28,50,0,0,D
06/01/16,Empoli,Inter,16,14,4,3,0,1,28,46,3,1,A
06/01/16,Juventus,Verona,15,7,6,1,3,0,66,19,5,-3,H
06/01/16,Lazio,Carpi,15,5,0,2,0,0,50,11,-1,-1,D
06/01/16,Milan,Bologna,17,7,4,3,0,1,37,38,1,1,A
06/01/16,Napoli,Torino,17,9,8,4,2,1,50,36,2,0,H
06/01/16,Palermo,Fiorentina,11,11,3,5,1,3,30,53,-3,2,A
06/01/16,Sassuolo,Frosinone,30,5,3,2,2,2,34,22,0,-2,D
06/01/16,Udinese,Atalanta,18,22,6,7,2,1,30,25,1,-1,H
09/01/16,Carpi,Udinese,13,10,6,5,2,1,15,29,-1,-1,H
09/01/16,Fiorentina,Lazio,17,10,7,6,1,3,52,50,1,1,A
09/01/16,Roma,Milan,12,17,5,6,1,1,49,36,1,0,D
10/01/16,Atalanta,Genoa,14,12,0,2,0,2,24,36,-3,-3,A
10/01/16,Bologna,Chievo,16,8,2,2,0,1,36,29,1,2,A
10/01/16,Frosinone,Napoli,9,24,3,10,1,5,21,51,-4,2,A
10/01/16,Inter,Sassuolo,21,15,6,6,0,1,45,35,1,2,A
10/01/16,Sampdoria,Juventus,9,13,2,5,1,2,33,66,0,5,A
10/01/16,Torino,Empoli,19,11,6,4,0,1,35,29,-2,3,A
10/01/16,Verona,Palermo,30,9,7,2,0,1,19,31,-3,-1,A
16/01/16,Atalanta,Inter,19,13,5,2,1,1,24,44,-4,0,D
16/01/16,Napoli,Sassuolo,20,9,6,3,3,1,52,35,4,1,H
16/01/16,Torino,Frosinone,21,18,9,5,4,2,36,20,-2,-4,H
17/01/16,Bologna,Lazio,8,9,3,3,2,2,35,50,0,2,D
17/01/16,Carpi,Sampdoria,9,12,5,4,2,1,20,32,0,0,H
17/01/16,Chievo,Empoli,15,14,5,5,1,1,29,29,1,2,D
17/01/16,Genoa,Palermo,18,11,10,3,4,0,37,31,-1,-1,H
17/01/16,Milan,Fiorentina,4,14,3,1,2,0,37,51,1,-1,H
17/01/16,Roma,Verona,16,10,4,3,1,1,48,19,1,-2,D
17/01/16,Udinese,Juventus,8,13,3,8,0,4,29,67,-1,5,A
20/01/16,Sassuolo,Torino,13,8,3,5,1,1,34,36,0,-2,D
23/01/16,Empoli,Milan,15,10,6,5,2,2,28,37,1,1,D
23/01/16,Frosinone,Atalanta,11,16,1,3,0,0,19,23,-3,-3,D
24/01/16,Fiorentina,Torino,13,10,2,2,2,0,52,35,1,-2,H
24/01/16,Inter,Carpi,18,12,7,4,1,1,44,19,-1,1,D
24/01/16,Juventus,Roma,15,6,7,1,1,0,67,47,5,0,H
24/01/16,Lazio,Chievo,24,7,7,5,4,1,50,28,3,-1,H
24/01/16,Palermo,Udinese,16,20,8,9,4,1,32,28,-1,-1,H
24/01/16,Sampdoria,Napoli,8,23,4,9,2,4,32,53,-1,5,A
24/01/16,Sassuolo,Bologna,13,16,2,7,0,2,33,38,-1,0,A
24/01/16,Verona,Genoa,17,10,9,2,1,1,18,37,-2,0,D
30/01/16,Atalanta,Sassuolo,6,9,5,1,1,1,23,33,-2,-1,D
30/01/16,Carpi,Palermo,13,5,1,1,1,1,18,31,2,0,D
30/01/16,Roma,Frosinone,22,13,6,3,3,1,48,18,0,-3,H
31/01/16,Bologna,Sampdoria,7,14,5,6,3,2,40,31,2,-3,H
31/01/16,Chievo,Juventus,6,30,2,10,0,4,28,68,-1,5,A
31/01/16,Genoa,Fiorentina,11,11,2,3,0,0,36,51,1,0,D
31/01/16,Milan,Inter,14,12,5,3,3,0,38,43,1,-1,H
31/01/16,Napoli,Empoli,20,7,6,2,5,1,54,28,5,-1,H
31/01/16,Torino,Verona,16,10,6,3,0,0,35,18,-1,-2,D
31/01/16,Udinese,Lazio,11,17,1,1,0,0,28,50,-2,2,D
02/02/16,Sassuolo,Roma,17,13,6,5,0,2,32,49,-3,1,A
03/02/16,Empoli,Udinese,19,5,4,2,1,1,27,27,0,-3,D
03/02/16,Fiorentina,Carpi,11,7,5,2,2,1,52,17,0,1,H
03/02/16,Frosinone,Bologna,20,15,7,3,1,0,21,39,-2,0,H
03/02/16,Inter,Chievo,24,6,8,0,1,0,44,27,-1,-2,H
03/02/16,Juventus,Genoa,11,7,2,2,1,0,68,36,5,1,H
03/02/16,Lazio,Napoli,8,10,0,5,0,2,49,55,1,5,A
03/02/16,Palermo,Milan,12,16,2,8,0,2,31,39,0,3,A
03/02/16,Sampdoria,Torino,9,14,4,6,2,2,31,34,-4,0,D
03/02/16,Verona,Atalanta,13,18,5,4,2,1,19,23,0,-2,H
06/02/16,Bologna,Fiorentina,12,12,6,2,1,1,37,51,1,1,D
06/02/16,Genoa,Lazio,4,10,1,2,0,0,35,48,0,0,D
07/02/16,Atalanta,Empoli,11,9,2,3,0,0,22,27,-1,-1,D
07/02/16,Frosinone,Juventus,5,25,0,9,0,2,20,69,-2,5,A
07/02/16,Milan,Udinese,22,9,5,5,1,1,38,27,3,-2,D
07/02/16,Napoli,Carpi,22,2,7,0,1,0,55,16,5,-1,H
07/02/16,Roma,Sampdoria,13,10,4,4,2,1,50,30,2,-4,H
07/02/16,Sassuolo,Palermo,23,7,6,2,2,2,32,30,-2,-1,D
07/02/16,Torino,Chievo,12,8,4,3,1,2,33,29,-2,-2,A
07/02/16,Verona,Inter,10,15,4,7,3,3,19,43,1,0,D
11/02/16,Lazio,Verona,18,8,7,4,5,2,49,19,1,0,H
12/02/16,Carpi,Roma,7,19,2,6,1,3,16,50,-3,3,A
13/02/16,Chievo,Sassuolo,11,16,4,2,1,1,28,31,-2,-2,D
13/02/16,Empoli,Frosinone,29,10,6,2,1,2,27,24,-2,0,A
13/02/16,Juventus,Napoli,13,7,4,1,1,0,69,54,5,3,H
14/02/16,Fiorentina,Inter,13,6,8,1,2,1,52,42,3,-1,H
14/02/16,Milan,Genoa,14,7,6,2,2,1,39,34,3,-2,H
14/02/16,Palermo,Torino,18,20,5,8,1,3,30,34,-1,-1,A
14/02/16,Sampdoria,Atalanta,10,9,2,2,0,0,30,22,-3,-1,D
14/02/16,Udinese,Bologna,10,11,2,2,0,1,27,40,-2,2,A
19/02/16,Bologna,Juventus,8,10,1,0,0,0,38,68,1,4,D
20/02/16,Inter,Sampdoria,6,19,3,3,3,1,43,29,0,-3,H
20/02/16,Verona,Chievo,20,14,8,2,3,1,20,28,1,-2,H
21/02/16,Atalanta,Fiorentina,13,15,5,8,2,3,21,53,-2,3,A
21/02/16,Frosinone,Lazio,8,18,1,2,0,0,23,48,0,0,D
21/02/16,Genoa,Udinese,21,13,8,6,2,1,35,26,-1,-2,H
21/02/16,Roma,Palermo,25,4,5,1,5,0,51,29,5,-3,H
21/02/16,Sassuolo,Empoli,13,10,7,4,3,2,32,26,0,-3,H
21/02/16,Torino,Carpi,11,5,4,0,0,0,34,15,0,-3,D
22/02/16,Napoli,Milan,19,7,4,2,1,1,54,39,2,3,D
27/02/16,Empoli,Roma,8,15,3,6,1,3,26,52,-3,5,A
27/02/16,Milan,Torino,19,11,3,4,1,0,40,33,3,-1,H
28/02/16,Carpi,Atalanta,10,12,4,5,1,1,14,21,-3,-2,D
28/02/16,Chievo,Genoa,16,11,6,4,1,0,29,35,0,-2,H
28/02/16,Juventus,Inter,9,8,6,3,2,0,69,43,4,0,H
28/02/16,Palermo,Bologna,7,17,4,5,0,0,29,37,-3,0,D
28/02/16,Sampdoria,Frosinone,25,15,6,1,2,0,30,22,-1,0,H
28/02/16,Udinese,Verona,13,10,4,2,2,0,27,20,-1,0,H
29/02/16,Fiorentina,Napoli,11,6,1,5,1,1,52,53,3,1,D
29/02/16,Lazio,Sassuolo,15,8,3,6,0,2,47,33,-1,1,A
04/03/16,Roma,Fiorentina,14,11,7,1,4,1,53,51,5,1,H
05/03/16,Napoli,Chievo,25,8,10,2,3,1,53,28,1,0,H
05/03/16,Verona,Sampdoria,11,14,4,8,0,3,19,31,-2,0,A
06/03/16,Atalanta,Juventus,13,9,3,5,0,2,21,69,-2,4,A
06/03/16,Bologna,Carpi,17,6,4,2,0,0,35,14,1,-2,D
06/03/16,Frosinone,Udinese,23,6,4,2,2,0,25,27,0,-2,H
06/03/16,Genoa,Empoli,15,10,5,2,1,0,36,25,0,-4,H
06/03/16,Inter,Palermo,10,9,5,4,3,1,43,28,0,-3,H
06/03/16,Sassuolo,Milan,16,13,4,5,2,0,34,39,3,1,H
06/03/16,Torino,Lazio,13,12,4,5,1,1,33,47,-1,0,D
11/03/16,Juventus,Sassuolo,16,7,7,2,1,0,70,34,4,2,H
12/03/16,Empoli,Sampdoria,15,13,5,5,1,1,25,31,-4,1,D
12/03/16,Inter,Bologna,17,6,3,1,2,1,44,34,1,0,H
13/03/16,Carpi,Frosinone,12,13,3,4,2,1,17,24,0,0,H
13/03/16,Chievo,Milan,20,10,5,1,0,0,28,38,-1,1,D
13/03/16,Fiorentina,Verona,10,12,4,4,1,1,50,19,1,-2,D
13/03/16,Genoa,Torino,13,9,6,5,3,2,37,32,1,-1,H
13/03/16,Lazio,Atalanta,5,11,2,1,2,0,47,20,1,-3,H
13/03/16,Palermo,Napoli,5,18,1,7,0,1,28,54,-4,1,A
13/03/16,Udinese,Roma,10,15,3,7,1,2,26,53,-3,5,A
19/03/16,Empoli,Palermo,11,13,3,2,0,0,25,27,-3,-3,D
19/03/16,Roma,Inter,16,6,6,2,1,1,52,44,4,2,D
20/03/16,Atalanta,Bologna,14,9,7,2,2,0,22,33,-2,-2,H
20/03/16,Frosinone,Fiorentina,12,22,4,6,0,0,23,50,-1,0,D
20/03/16,Milan,Lazio,20,9,4,2,1,1,38,47,0,0,D
20/03/16,Napoli,Genoa,22,9,11,2,3,1,55,36,3,1,H
20/03/16,Sampdoria,Chievo,16,12,7,6,0,1,30,29,0,0,A
20/03/16,Sassuolo,Udinese,13,8,1,3,1,1,33,26,2,-2,D
20/03/16,Torino,Juventus,10,14,6,7,1,4,32,70,-3,4,A
20/03/16,Verona,Carpi,8,11,3,5,1,2,19,20,-2,2,A
02/04/16,Carpi,Sassuolo,11,9,1,7,1,3,19,34,1,2,A
02/04/16,Juventus,Empoli,19,9,9,3,1,0,71,24,5,-3,H
03/04/16,Atalanta,Milan,10,12,4,3,2,1,23,37,0,-1,H
03/04/16,Chievo,Palermo,9,14,4,4,3,1,30,27,2,-3,H
03/04/16,Fiorentina,Sampdoria,20,8,8,4,1,1,49,30,-1,1,D
03/04/16,Genoa,Frosinone,21,9,9,2,4,0,37,22,1,-2,H
03/04/16,Inter,Torino,10,12,2,3,1,2,43,33,0,-2,A
03/04/16,Lazio,Roma,18,17,3,6,1,4,46,53,-1,4,A
03/04/16,Udinese,Napoli,11,11,6,2,3,1,27,54,0,2,H
04/04/16,Bologna,Verona,9,4,1,1,0,1,32,20,-3,-2,A
09/04/16,Chievo,Carpi,17,12,3,3,1,0,31,18,2,0,H
09/04/16,Frosinone,Inter,15,20,2,3,0,1,21,44,-2,2,A
09/04/16,Milan,Juventus,11,9,5,4,1,2,37,71,-3,5,A
09/04/16,Sassuolo,Genoa,17,9,5,4,0,1,34,38,0,3,A
10/04/16,Empoli,Fiorentina,7,22,4,5,2,0,25,48,-1,-2,H
10/04/16,Napoli,Verona,19,8,6,1,3,0,55,20,3,-2,H
10/04/16,Palermo,Lazio,7,18,2,8,0,3,27,47,-4,1,A
10/04/16,Sampdoria,Udinese,15,16,5,2,2,0,31,27,1,-2,H
10/04/16,Torino,Atalanta,5,16,3,7,2,1,34,22,0,-1,H
11/04/16,Roma,Bologna,14,7,5,2,1,1,52,31,3,-3,D
16/04/16,Bologna,Torino,8,6,1,3,0,1,30,35,-4,1,A
16/04/16,Carpi,Genoa,15,16,10,3,4,1,21,38,1,1,H
16/04/16,Inter,Napoli,11,10,4,2,2,0,45,54,2,1,H
17/04/16,Atalanta,Roma,12,17,4,7,3,3,22,52,0,2,D
17/04/16,Fiorentina,Sassuolo,13,9,4,1,3,1,49,33,0,-2,H
17/04/16,Juventus,Palermo,16,10,6,4,4,0,71,26,5,-4,H
17/04/16,Lazio,Empoli,19,6,7,1,2,0,47,25,2,-1,H
